index,lastName,givenName,year,location,citation,acmFellowProfile,dblpProfile,googleScholarProfile,affiliation,acmInterests,authorID,citation_histogram,citations,coauthors,hindex,i10index,imageLink,interests
559,Hearst,Marti,2013,USA,For contributions to information retrieval and computational linguistics.,https://awards.acm.org/award-recipients/hearst_3302403,https://dblp.org/pid/h/MartiAHearst,https://scholar.google.com/citations?user=664NOb0AAAAJ,"Professor, University of California, Berkeley",Computational Linguistics Human-Computer Interaction Information Retrieval Natural Language Processing,664NOb0AAAAJ,"[('1995', '128'), ('1996', '185'), ('1997', '260'), ('1998', '342'), ('1999', '457'), ('2000', '501'), ('2001', '568'), ('2002', '745'), ('2003', '869'), ('2004', '1230'), ('2005', '1278'), ('2006', '1530'), ('2007', '1717'), ('2008', '1907'), ('2009', '1932'), ('2010', '2087'), ('2011', '1929'), ('2012', '1902'), ('2013', '1884'), ('2014', '1820'), ('2015', '1793'), ('2016', '1880'), ('2017', '1623'), ('2018', '1951'), ('2019', '1887'), ('2020', '1795'), ('2021', '1952'), ('2022', '1938'), ('2023', '1731')]",40658.0,,75.0,184.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=664NOb0AAAAJ&citpid=6,"['Computational Linguistics', 'Human-Computer Interaction', 'Information Retrieval', 'Natural Language Processing']"
560,Jarke,Matthias,2013,Germany,"For contributions to conceptual modeling, requirements engineering, metadata management, and computer science leadership in Germany.",https://awards.acm.org/award-recipients/jarke_1639012,https://dblp.org/pid/j/MatthiasJarke,https://scholar.google.com/citations?user=JbioEFgAAAAJ,"Professor of Information Systems, RWTH Aachen University",databases information systems requirements engineering conceptual modeling data warehouse,JbioEFgAAAAJ,"[('1985', '122'), ('1986', '144'), ('1987', '167'), ('1988', '205'), ('1989', '310'), ('1990', '328'), ('1991', '344'), ('1992', '396'), ('1993', '395'), ('1994', '418'), ('1995', '402'), ('1996', '419'), ('1997', '437'), ('1998', '442'), ('1999', '520'), ('2000', '598'), ('2001', '600'), ('2002', '674'), ('2003', '682'), ('2004', '649'), ('2005', '721'), ('2006', '774'), ('2007', '898'), ('2008', '784'), ('2009', '949'), ('2010', '966'), ('2011', '908'), ('2012', '969'), ('2013', '1014'), ('2014', '964'), ('2015', '887'), ('2016', '868'), ('2017', '687'), ('2018', '651'), ('2019', '618'), ('2020', '644'), ('2021', '734'), ('2022', '702'), ('2023', '605')]",24098.0,,76.0,284.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JbioEFgAAAAJ&citpid=1,"['databases', 'information systems', 'requirements engineering', 'conceptual modeling', 'data warehouse']"
561,Bellare,Mihir,2013,USA,"For contributions to provable security methods supporting high-quality, cost-effective cryptography.",https://awards.acm.org/award-recipients/bellare_4763074,https://dblp.org/pid/b/MBellare,https://scholar.google.com/citations?user=td_5W1cAAAAJ,"Professor, Dept. of Computer Science and Engineering, University of California San Diego …",Cryptography theory,td_5W1cAAAAJ,"[('1995', '211'), ('1996', '330'), ('1997', '514'), ('1998', '727'), ('1999', '738'), ('2000', '936'), ('2001', '1063'), ('2002', '1221'), ('2003', '1551'), ('2004', '1893'), ('2005', '2224'), ('2006', '2679'), ('2007', '2553'), ('2008', '2693'), ('2009', '2893'), ('2010', '2992'), ('2011', '2630'), ('2012', '3062'), ('2013', '2922'), ('2014', '3400'), ('2015', '3672'), ('2016', '3763'), ('2017', '3625'), ('2018', '3448'), ('2019', '3470'), ('2020', '3361'), ('2021', '3231'), ('2022', '3124'), ('2023', '2242')]",68298.0,,117.0,255.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=td_5W1cAAAAJ&citpid=1,"['Cryptography', 'theory']"
562,Tambe,Milind,2013,USA,"For contributions to the theory and practice of multi-agent systems, teamwork and security games.",https://awards.acm.org/award-recipients/tambe_8080891,https://dblp.org/pid/67/2667,https://scholar.google.com/citations?user=YOVZiJkAAAAJ,"Professor & Director CRCS Center  @Harvard; Director ""AI for Social Good"" @Google …",Multiagent Systems Artificial Intelligence AI for Social Good AI for Public Health AI for Conservation,YOVZiJkAAAAJ,"[('1991', '97'), ('1992', '137'), ('1993', '71'), ('1994', '115'), ('1995', '133'), ('1996', '176'), ('1997', '146'), ('1998', '333'), ('1999', '295'), ('2000', '348'), ('2001', '403'), ('2002', '489'), ('2003', '671'), ('2004', '841'), ('2005', '1023'), ('2006', '1102'), ('2007', '1117'), ('2008', '931'), ('2009', '1122'), ('2010', '1071'), ('2011', '1226'), ('2012', '1412'), ('2013', '1486'), ('2014', '1535'), ('2015', '1857'), ('2016', '1927'), ('2017', '1966'), ('2018', '2147'), ('2019', '2201'), ('2020', '2323'), ('2021', '2641'), ('2022', '2564'), ('2023', '2016')]",36579.0,,94.0,421.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YOVZiJkAAAAJ&citpid=2,"['Multiagent Systems', 'Artificial Intelligence', 'AI for Social Good', 'AI for Public Health', 'AI for Conservation']"
563,Yung,Moti,2013,USA,For contributions to cryptography and its use in security and privacy of systems.,https://awards.acm.org/award-recipients/yung_N005082,https://dblp.org/pid/y/MotiYung,https://scholar.google.com/citations?user=ScL8iFQAAAAJ,Principal Research Scientist Google; Adjunct Research Prof. Columbia U.,information security cryptography privacy computer security distributed algorithms,ScL8iFQAAAAJ,"[('1991', '122'), ('1992', '137'), ('1993', '163'), ('1994', '285'), ('1995', '270'), ('1996', '330'), ('1997', '535'), ('1998', '664'), ('1999', '889'), ('2000', '761'), ('2001', '907'), ('2002', '1040'), ('2003', '1241'), ('2004', '1403'), ('2005', '1691'), ('2006', '1838'), ('2007', '1954'), ('2008', '1798'), ('2009', '1973'), ('2010', '2088'), ('2011', '1912'), ('2012', '1987'), ('2013', '1865'), ('2014', '2121'), ('2015', '2158'), ('2016', '2051'), ('2017', '1999'), ('2018', '1967'), ('2019', '2322'), ('2020', '2158'), ('2021', '2206'), ('2022', '2056'), ('2023', '1483')]",47177.0,,120.0,416.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ScL8iFQAAAAJ&citpid=2,"['information security', 'cryptography', 'privacy', 'computer security', 'distributed algorithms']"
564,Shavit,Nir N,2013,USA,For contributions to the theory and practice of synchronization in concurrent programming.,https://awards.acm.org/award-recipients/shavit_4451837,https://dblp.org/pid/s/NirShavit,https://scholar.google.com/citations?user=f1NaDVgAAAAJ,,,f1NaDVgAAAAJ,"[('1992', '78'), ('1993', '87'), ('1994', '120'), ('1995', '107'), ('1996', '166'), ('1997', '161'), ('1998', '161'), ('1999', '124'), ('2000', '131'), ('2001', '108'), ('2002', '133'), ('2003', '144'), ('2004', '182'), ('2005', '229'), ('2006', '343'), ('2007', '445'), ('2008', '590'), ('2009', '674'), ('2010', '899'), ('2011', '1027'), ('2012', '994'), ('2013', '1043'), ('2014', '1174'), ('2015', '1306'), ('2016', '1398'), ('2017', '1254'), ('2018', '1246'), ('2019', '1191'), ('2020', '1067'), ('2021', '1015'), ('2022', '1018'), ('2023', '859')]",19919.0,,71.0,176.0,/citations/images/avatar_scholar_128.png,[]
565,Smyth,Padhraic,2013,USA,"For contributions to probabilistic and statistical approaches to data mining and machine learning.
",https://awards.acm.org/award-recipients/smyth_NA27474,https://dblp.org/pid/s/PadhraicSmyth,https://scholar.google.com/citations?user=OsoQ-dcAAAAJ,"Professor, Computer Science, University of California Irvine",machine learning artificial intelligence pattern recognition applied statistics,OsoQ-dcAAAAJ,"[('1996', '292'), ('1997', '550'), ('1998', '709'), ('1999', '941'), ('2000', '955'), ('2001', '1012'), ('2002', '1390'), ('2003', '1645'), ('2004', '1704'), ('2005', '1976'), ('2006', '2053'), ('2007', '2228'), ('2008', '2310'), ('2009', '2511'), ('2010', '2585'), ('2011', '2672'), ('2012', '3094'), ('2013', '3209'), ('2014', '3400'), ('2015', '3638'), ('2016', '3538'), ('2017', '3413'), ('2018', '3605'), ('2019', '3519'), ('2020', '3120'), ('2021', '3035'), ('2022', '2774'), ('2023', '1888')]",65249.0,,86.0,224.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OsoQ-dcAAAAJ&citpid=3,"['machine learning', 'artificial intelligence', 'pattern recognition', 'statistics']"
567,Haas,Peter,2013,USA,For leadership in probabilistic methods for the management and analysis of data and for system simulation.,https://awards.acm.org/award-recipients/haas_4166369,https://dblp.org/pid/46/1252,https://scholar.google.com/citations?hl=en&user=PeCI8KcAAAAJ,,[],PeCI8KcAAAAJ,"[('1993', '38'), ('1994', '34'), ('1995', '31'), ('1996', '63'), ('1997', '89'), ('1998', '126'), ('1999', '225'), ('2000', '167'), ('2001', '214'), ('2002', '236'), ('2003', '256'), ('2004', '347'), ('2005', '365'), ('2006', '410'), ('2007', '438'), ('2008', '427'), ('2009', '555'), ('2010', '484'), ('2011', '556'), ('2012', '515'), ('2013', '610'), ('2014', '704'), ('2015', '721'), ('2016', '717'), ('2017', '706'), ('2018', '763'), ('2019', '754'), ('2020', '768'), ('2021', '758'), ('2022', '719'), ('2023', '428')]",13561.0,,50.0,140.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PeCI8KcAAAAJ&citpid=3,"['Comper Science', 'Operations Research']"
568,Wong,Limsoon,2013,Singapore,For contributions to database theory and computational biology.,https://awards.acm.org/award-recipients/wong_7541103,https://dblp.org/pid/w/LimsoonWong,https://scholar.google.com/citations?user=Inqu8SkAAAAJ,"KITHCT Professor of Computer Science & Professor of Pathology, National University of …",Databases Data Mining Bioinformatics Computational Biology,Inqu8SkAAAAJ,"[('1993', '51'), ('1994', '112'), ('1995', '161'), ('1996', '108'), ('1997', '188'), ('1998', '210'), ('1999', '177'), ('2000', '194'), ('2001', '205'), ('2002', '217'), ('2003', '473'), ('2004', '606'), ('2005', '713'), ('2006', '695'), ('2007', '682'), ('2008', '623'), ('2009', '768'), ('2010', '723'), ('2011', '766'), ('2012', '817'), ('2013', '870'), ('2014', '902'), ('2015', '916'), ('2016', '872'), ('2017', '1030'), ('2018', '745'), ('2019', '830'), ('2020', '741'), ('2021', '742'), ('2022', '768'), ('2023', '493')]",17638.0,,65.0,215.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Inqu8SkAAAAJ&citpid=3,"['Databases', 'Data Mining', 'Bioinformatics', 'Computational Biology']"
569,Roscoe,Timothy,2013,United Kingdom,For contributions to operating systems and networking research.,https://awards.acm.org/award-recipients/roscoe_4522017,https://dblp.org/pid/r/TimothyRoscoe,https://scholar.google.com/citations?user=QfVWndgAAAAJ,"Professor of Computer Science, ETH Zurich",operating systems networks distributed systems,QfVWndgAAAAJ,"[('1997', '40'), ('1998', '45'), ('1999', '77'), ('2000', '58'), ('2001', '70'), ('2002', '73'), ('2003', '202'), ('2004', '410'), ('2005', '576'), ('2006', '672'), ('2007', '863'), ('2008', '819'), ('2009', '968'), ('2010', '1014'), ('2011', '977'), ('2012', '946'), ('2013', '837'), ('2014', '764'), ('2015', '822'), ('2016', '846'), ('2017', '798'), ('2018', '690'), ('2019', '768'), ('2020', '668'), ('2021', '582'), ('2022', '556'), ('2023', '395')]",15915.0,,48.0,100.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QfVWndgAAAAJ&citpid=1,"['operating systems', 'networks', 'distributed systems']"
570,Gao,Wen,2013,China,"For contributions to video technology, and for leadership to advance computing in China.",https://awards.acm.org/award-recipients/gao_0100021,https://dblp.org/pid/18/7486,https://scholar.google.com/citations?user=u9aw5o8AAAAJ,"Peking University, Pengcheng Laboratory",multimedia video coding video processing computer vision,u9aw5o8AAAAJ,"[('2001', '177'), ('2002', '356'), ('2003', '384'), ('2004', '509'), ('2005', '814'), ('2006', '1085'), ('2007', '1373'), ('2008', '1702'), ('2009', '2033'), ('2010', '2251'), ('2011', '2403'), ('2012', '2735'), ('2013', '3091'), ('2014', '3389'), ('2015', '3562'), ('2016', '3549'), ('2017', '3244'), ('2018', '3531'), ('2019', '3961'), ('2020', '4279'), ('2021', '4822'), ('2022', '5395'), ('2023', '4492')]",60005.0,,115.0,881.0,/citations/images/avatar_scholar_128.png,"['multimedia', 'video coding', 'video processing', 'computer vision']"
571,Cox,Ingemar J.,2013,United Kingdom,"For contributions to computer vision, image retrieval, and digital watermarking.",https://awards.acm.org/award-recipients/cox_3652302,https://dblp.org/pid/c/IngemarJCox,https://scholar.google.com/citations?user=b88nUpYAAAAJ,"Department of Computer Science, University College London / University of Copenhagen",digital epidemiology information retrieval digital watermarking computer vision multimedia,b88nUpYAAAAJ,"[('1993', '137'), ('1994', '161'), ('1995', '221'), ('1996', '220'), ('1997', '327'), ('1998', '537'), ('1999', '749'), ('2000', '818'), ('2001', '1106'), ('2002', '1366'), ('2003', '1788'), ('2004', '2067'), ('2005', '2491'), ('2006', '2437'), ('2007', '2229'), ('2008', '2297'), ('2009', '2412'), ('2010', '2408'), ('2011', '2235'), ('2012', '2413'), ('2013', '2314'), ('2014', '2139'), ('2015', '1800'), ('2016', '1682'), ('2017', '1677'), ('2018', '1482'), ('2019', '1242'), ('2020', '1324'), ('2021', '1356'), ('2022', '1302'), ('2023', '889')]",46764.0,,84.0,206.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=b88nUpYAAAAJ&citpid=1,"['digital epidemiology', 'information retrieval', 'digital watermarking', 'computer vision', 'multimedia']"
572,Mellor-Crummey,John,2013,USA,For contributions to parallel and high performance computing.,https://awards.acm.org/award-recipients/mellor-crummey_2978823,https://dblp.org/pid/m/JMMellorCrummey,https://scholar.google.com/citations?user=wX0XpxMAAAAJ,"Professor of Computer Science, Rice University",High Performance Computing Parallel Computing Tools Performance Analysis Synchronization,wX0XpxMAAAAJ,"[('1988', '43'), ('1989', '54'), ('1990', '67'), ('1991', '116'), ('1992', '151'), ('1993', '213'), ('1994', '240'), ('1995', '236'), ('1996', '254'), ('1997', '201'), ('1998', '238'), ('1999', '153'), ('2000', '181'), ('2001', '224'), ('2002', '225'), ('2003', '286'), ('2004', '297'), ('2005', '396'), ('2006', '398'), ('2007', '536'), ('2008', '411'), ('2009', '449'), ('2010', '567'), ('2011', '576'), ('2012', '605'), ('2013', '574'), ('2014', '650'), ('2015', '662'), ('2016', '625'), ('2017', '609'), ('2018', '559'), ('2019', '574'), ('2020', '473'), ('2021', '492'), ('2022', '422'), ('2023', '339')]",13378.0,,55.0,115.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wX0XpxMAAAAJ&citpid=6,"['High Performance Computing', 'Parallel Computing', 'Tools', 'Performance Analysis', 'Synchronization']"
573,Shim,Kyuseok,2013,Republic of Korea,For contributions to scalable data mining and query processing.,https://awards.acm.org/award-recipients/shim_7832926,https://dblp.org/pid/156/3851,https://scholar.google.com/citations?user=3Y254i4AAAAJ,"Professor of Electrical and Computer Engineering Department, Seoul National University …",Data Mining Database Management Systems MapReduce Algorithms for Big Data Analysis,3Y254i4AAAAJ,"[('1996', '78'), ('1997', '125'), ('1998', '161'), ('1999', '299'), ('2000', '353'), ('2001', '575'), ('2002', '703'), ('2003', '822'), ('2004', '898'), ('2005', '1080'), ('2006', '1050'), ('2007', '1084'), ('2008', '1029'), ('2009', '1111'), ('2010', '1061'), ('2011', '1042'), ('2012', '1012'), ('2013', '991'), ('2014', '1024'), ('2015', '1044'), ('2016', '1044'), ('2017', '973'), ('2018', '879'), ('2019', '908'), ('2020', '841'), ('2021', '789'), ('2022', '748'), ('2023', '590')]",22753.0,,54.0,89.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3Y254i4AAAAJ&citpid=2,"['Data Mining', 'Database Management Systems', 'MapReduce Algorithms for Big Data Analysis']"
574,Chellappa,Ramalingam,2013,USA,"For contributions to image processing, computer vision, and pattern recognition.",https://awards.acm.org/award-recipients/chellappa_5282967,https://dblp.org/pid/c/RamaChellappa,https://scholar.google.com/citations?user=L60tuywAAAAJ,"Bloomberg Distinguished Professor, Johns Hopkins University",Image Analysis Image Processing biometrics Computer Vision Biomedical Data Science,L60tuywAAAAJ,"[('1989', '237'), ('1990', '294'), ('1991', '288'), ('1992', '419'), ('1993', '474'), ('1994', '587'), ('1995', '607'), ('1996', '702'), ('1997', '815'), ('1998', '885'), ('1999', '893'), ('2000', '936'), ('2001', '976'), ('2002', '1034'), ('2003', '1289'), ('2004', '1657'), ('2005', '2295'), ('2006', '2287'), ('2007', '2679'), ('2008', '2682'), ('2009', '3168'), ('2010', '3279'), ('2011', '3176'), ('2012', '3656'), ('2013', '4245'), ('2014', '4267'), ('2015', '4381'), ('2016', '4596'), ('2017', '4655'), ('2018', '5475'), ('2019', '6308'), ('2020', '6121'), ('2021', '6711'), ('2022', '6237'), ('2023', '4648')]",94852.0,,142.0,707.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L60tuywAAAAJ&citpid=1,"['Image Analysis', 'Image Processing', 'biometrics', 'Computer Vision', 'Biomedical Data Science']"
575,Dechter,Rina,2013,USA,For contributions to the algorithmic foundations of automated reasoning with constraint-based and probabilistic information.,https://awards.acm.org/award-recipients/dechter_2165652,https://dblp.org/pid/d/RDechter,https://scholar.google.com/citations?user=PI_3bqEAAAAJ,"University of California, Irvine",Heuristic Search Probabilistic Graphical models Constraint processing Artificial Intelligence,PI_3bqEAAAAJ,"[('1988', '61'), ('1989', '85'), ('1990', '104'), ('1991', '173'), ('1992', '234'), ('1993', '210'), ('1994', '356'), ('1995', '362'), ('1996', '452'), ('1997', '428'), ('1998', '407'), ('1999', '451'), ('2000', '480'), ('2001', '482'), ('2002', '561'), ('2003', '737'), ('2004', '717'), ('2005', '868'), ('2006', '954'), ('2007', '1050'), ('2008', '1028'), ('2009', '949'), ('2010', '974'), ('2011', '1000'), ('2012', '1022'), ('2013', '1032'), ('2014', '902'), ('2015', '783'), ('2016', '792'), ('2017', '781'), ('2018', '838'), ('2019', '684'), ('2020', '715'), ('2021', '642'), ('2022', '602'), ('2023', '399')]",22797.0,,62.0,172.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PI_3bqEAAAAJ&citpid=1,"['Heuristic Search', 'Probabilistic Graphical models', 'Constraint processing', 'Artificial Intelligence']"
578,Rao,Satish,2013,USA,For contributions to algorithms for graph partitioning and for single- and multi-commodity flows.,https://awards.acm.org/award-recipients/rao_9569625,https://dblp.org/pid/278/7880,https://scholar.google.com/citations?hl=en&user=62Uqu6wAAAAJ,,[],62Uqu6wAAAAJ,"[('1991', '69'), ('1992', '98'), ('1993', '126'), ('1994', '150'), ('1995', '184'), ('1996', '229'), ('1997', '324'), ('1998', '375'), ('1999', '322'), ('2000', '346'), ('2001', '335'), ('2002', '326'), ('2003', '502'), ('2004', '581'), ('2005', '646'), ('2006', '643'), ('2007', '696'), ('2008', '614'), ('2009', '669'), ('2010', '770'), ('2011', '747'), ('2012', '737'), ('2013', '810'), ('2014', '732'), ('2015', '644'), ('2016', '660'), ('2017', '715'), ('2018', '806'), ('2019', '764'), ('2020', '737'), ('2021', '706'), ('2022', '711'), ('2023', '519')]",17669.0,,62.0,117.0,/citations/images/avatar_scholar_128.png,[]
579,Ceri,Stefano,2013,Italy,"For contributions to database management, including distributed databases, rule-processing, and search computing.",https://awards.acm.org/award-recipients/ceri_2338531,https://dblp.org/pid/c/StefanoCeri,https://scholar.google.com/citations?user=aiulJmIAAAAJ,"Professor, Politecnico di Milano",data management web management search computing genomic computing,aiulJmIAAAAJ,"[('1986', '93'), ('1987', '148'), ('1988', '189'), ('1989', '185'), ('1990', '285'), ('1991', '302'), ('1992', '410'), ('1993', '534'), ('1994', '520'), ('1995', '587'), ('1996', '649'), ('1997', '790'), ('1998', '695'), ('1999', '805'), ('2000', '819'), ('2001', '926'), ('2002', '1023'), ('2003', '1174'), ('2004', '1128'), ('2005', '1213'), ('2006', '1190'), ('2007', '1541'), ('2008', '1223'), ('2009', '1455'), ('2010', '1444'), ('2011', '1400'), ('2012', '1449'), ('2013', '1338'), ('2014', '1264'), ('2015', '1173'), ('2016', '1177'), ('2017', '1091'), ('2018', '1039'), ('2019', '884'), ('2020', '825'), ('2021', '1168'), ('2022', '1444'), ('2023', '894')]",35368.0,,83.0,283.0,/citations/images/avatar_scholar_128.png,"['data management', 'web management', 'search computing', 'genomic computing']"
582,Zhou,Yuanyuan,2013,USA,For contributions to software reliability and quality.,https://awards.acm.org/award-recipients/zhou_7451867,https://dblp.org/pid/46/7346,https://scholar.google.com/citations?user=rWl0U0oAAAAJ,"University of California, San Diego",Computer Systems Software Reliability Software Engineering,rWl0U0oAAAAJ,"[('2003', '76'), ('2004', '154'), ('2005', '245'), ('2006', '374'), ('2007', '558'), ('2008', '684'), ('2009', '871'), ('2010', '1023'), ('2011', '1072'), ('2012', '1217'), ('2013', '1284'), ('2014', '1208'), ('2015', '1249'), ('2016', '1182'), ('2017', '1105'), ('2018', '1193'), ('2019', '1053'), ('2020', '1054'), ('2021', '1061'), ('2022', '839'), ('2023', '688')]",18812.0,,67.0,105.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rWl0U0oAAAAJ&citpid=2,"['Computer Systems', 'Software Reliability', 'Software Engineering']"
583,Zhang,Zhengyou,2013,USA,For contributions to computer vision and multimedia.,https://awards.acm.org/award-recipients/zhang_5032776,https://dblp.org/pid/307/0125,https://scholar.google.com/citations?user=1I-DKy8AAAAJ,Tencent AI Lab & Tencent Robotics X,Computer Vision Multimedia Speech Robotics AI,1I-DKy8AAAAJ,"[('1995', '182'), ('1996', '208'), ('1997', '346'), ('1998', '437'), ('1999', '482'), ('2000', '620'), ('2001', '700'), ('2002', '871'), ('2003', '1164'), ('2004', '1357'), ('2005', '1548'), ('2006', '1879'), ('2007', '1943'), ('2008', '2017'), ('2009', '2136'), ('2010', '2451'), ('2011', '2583'), ('2012', '3092'), ('2013', '3430'), ('2014', '3784'), ('2015', '4266'), ('2016', '4565'), ('2017', '4549'), ('2018', '4539'), ('2019', '4572'), ('2020', '4584'), ('2021', '4279'), ('2022', '4363'), ('2023', '3245')]",71389.0,,105.0,332.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1I-DKy8AAAAJ&citpid=2,"['Computer Vision', 'Multimedia', 'Speech', 'Robotics', 'AI']"
585,Kahng,Andrew,2012,USA,For contributions to physical design automation and to design for manufacturability of microelectronic systems.,https://awards.acm.org/award-recipients/kahng_3483146,https://dblp.org/pid/k/AndrewBKahng,https://scholar.google.com/citations?user=IUSnNG0AAAAJ,"Professor of CSE and ECE, UC San Diego",VLSI CAD algorithms hardware and architecture IC design for manufacturability IC physical design,IUSnNG0AAAAJ,"[('1993', '143'), ('1994', '214'), ('1995', '340'), ('1996', '459'), ('1997', '416'), ('1998', '378'), ('1999', '498'), ('2000', '566'), ('2001', '633'), ('2002', '721'), ('2003', '965'), ('2004', '1110'), ('2005', '1342'), ('2006', '1483'), ('2007', '1615'), ('2008', '1508'), ('2009', '1149'), ('2010', '1389'), ('2011', '1457'), ('2012', '1564'), ('2013', '1528'), ('2014', '1634'), ('2015', '1484'), ('2016', '1417'), ('2017', '1223'), ('2018', '1407'), ('2019', '1170'), ('2020', '1247'), ('2021', '1213'), ('2022', '1343'), ('2023', '1017')]",33258.0,,90.0,433.0,/citations/images/avatar_scholar_128.png,"['VLSI CAD', 'algorithms', 'hardware and architecture', 'IC design for manufacturability', 'IC physical design']"
586,Pitts,Andrew M,2012,United Kingdom,For contributions to the theory of programming language semantics.,https://awards.acm.org/award-recipients/pitts_4659264,https://dblp.org/pid/p/AMPitts,https://scholar.google.com/citations?user=J1wRn3oAAAAJ,"Professor of Theoretical Computer Science, University of Cambridge",type theory category theory nominal techniques programming language semantics logic in computer science,J1wRn3oAAAAJ,"[('1989', '36'), ('1990', '38'), ('1991', '55'), ('1992', '61'), ('1993', '84'), ('1994', '94'), ('1995', '114'), ('1996', '97'), ('1997', '129'), ('1998', '139'), ('1999', '135'), ('2000', '144'), ('2001', '133'), ('2002', '160'), ('2003', '237'), ('2004', '274'), ('2005', '371'), ('2006', '329'), ('2007', '347'), ('2008', '354'), ('2009', '300'), ('2010', '333'), ('2011', '272'), ('2012', '284'), ('2013', '259'), ('2014', '252'), ('2015', '257'), ('2016', '286'), ('2017', '264'), ('2018', '307'), ('2019', '331'), ('2020', '250'), ('2021', '313'), ('2022', '279'), ('2023', '265')]",7708.0,,40.0,65.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=J1wRn3oAAAAJ&citpid=6,"['type theory', 'category theory', 'nominal techniques', 'programming language semantics', 'logic in computer']"
587,Karlin,Anna,2012,USA,For contributions to the design and analysis of algorithms and their use in the study of systems design.,https://awards.acm.org/award-recipients/karlin_3133790,https://dblp.org/pid/k/AnnaRKarlin,https://scholar.google.com/citations?user=9ZGqm5QAAAAJ,"Bill & Melinda Gates Chair and Professor of Computer Science and Engineering, University …",Algorithms Algorithmic Game Theory,9ZGqm5QAAAAJ,"[('1989', '49'), ('1990', '65'), ('1991', '71'), ('1992', '111'), ('1993', '119'), ('1994', '145'), ('1995', '167'), ('1996', '233'), ('1997', '298'), ('1998', '309'), ('1999', '322'), ('2000', '379'), ('2001', '441'), ('2002', '511'), ('2003', '618'), ('2004', '702'), ('2005', '794'), ('2006', '712'), ('2007', '760'), ('2008', '718'), ('2009', '653'), ('2010', '682'), ('2011', '702'), ('2012', '579'), ('2013', '628'), ('2014', '599'), ('2015', '577'), ('2016', '589'), ('2017', '545'), ('2018', '593'), ('2019', '438'), ('2020', '486'), ('2021', '419'), ('2022', '425'), ('2023', '378')]",16118.0,,52.0,89.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9ZGqm5QAAAAJ&citpid=2,"['Algorithms', 'Algorithmic Game Theory']"
588,Selman,Bart,2012,Netherlands,For contributions to artificial intelligence with applications to automated reasoning and planning.,https://awards.acm.org/award-recipients/selman_0217398,https://dblp.org/pid/s/BartSelman,https://scholar.google.com/citations?user=pJ28HA0AAAAJ,"Professor of Computer Science, Cornell University",Artificial Intelligence,pJ28HA0AAAAJ,"[('1991', '171'), ('1992', '94'), ('1993', '210'), ('1994', '265'), ('1995', '308'), ('1996', '532'), ('1997', '502'), ('1998', '601'), ('1999', '858'), ('2000', '984'), ('2001', '1074'), ('2002', '1008'), ('2003', '1210'), ('2004', '1198'), ('2005', '1282'), ('2006', '1290'), ('2007', '1498'), ('2008', '1527'), ('2009', '1285'), ('2010', '1263'), ('2011', '1198'), ('2012', '1354'), ('2013', '1365'), ('2014', '1298'), ('2015', '1187'), ('2016', '1251'), ('2017', '1109'), ('2018', '1025'), ('2019', '1070'), ('2020', '1132'), ('2021', '1253'), ('2022', '1090'), ('2023', '782')]",32829.0,,75.0,175.0,/citations/images/avatar_scholar_128.png,['Artificial Intelligence']
589,Pierce,Benjamin,2012,USA,For contributions to the theory and practice of programming languages and their type systems.,https://awards.acm.org/award-recipients/pierce_4660460,https://dblp.org/pid/p/BenjaminCPierce,https://scholar.google.com/citations?user=2kkddh0AAAAJ,"Professor of Computer and Information Science, University of Pennsylvania",Programming languages type systems security and privacy functional programming formal specification and verification,2kkddh0AAAAJ,"[('1992', '67'), ('1993', '107'), ('1994', '164'), ('1995', '164'), ('1996', '209'), ('1997', '262'), ('1998', '325'), ('1999', '449'), ('2000', '359'), ('2001', '425'), ('2002', '563'), ('2003', '594'), ('2004', '763'), ('2005', '933'), ('2006', '940'), ('2007', '988'), ('2008', '951'), ('2009', '1023'), ('2010', '978'), ('2011', '948'), ('2012', '900'), ('2013', '880'), ('2014', '940'), ('2015', '949'), ('2016', '1014'), ('2017', '951'), ('2018', '940'), ('2019', '1151'), ('2020', '909'), ('2021', '1069'), ('2022', '981'), ('2023', '747')]",23257.0,,69.0,171.0,/citations/images/avatar_scholar_128.png,"['Programming languages', 'type systems', 'security and privacy', 'functional programming', 'formal specification and verification']"
